idalumno|codigoCurso|serie|p1_1|p1_2|p2|p3|p4|p5|p6|p7|p8_1|p8_2|p8_3|p8_4|p8_5|p8_6|p8_7|p8_8|p8_9|p8_10|p9|p10_1|p10_2|p10_3|p11|p12|p13_1|p13_2|p13_3|p13_4|p13_5|p13_6|p13_7|p13_8|p13_9|p13_10|p14_1|p14_2|p14_3|p14_4|p14_5|p14_6|p14_7|p14_8|p15_1|p15_2|p15_3|p15_4|p15_5|p15_6|p15_7|p15_8|p16_1|p16_2|p16_3|p16_4|p16_5|p17|p18_1|p18_2|p18_3|p18_4|p18_5|p18_6|p18_7|p18_8|p18_9|p18_10|p18_11|p18_12|p18_13|p18_14|p18_15|p18_16|p18_17|p19_1|p19_2|p19_3|p19_4|p19_5|p19_6|p19_7|p20_1|p20_2|p20_3|p20_4|p20_5|p21_1|p21_2|p21_3|p21_4|p21_5|p21_6|p21_7|p21_8|p21_9|p21_10|p21_11|p21_12|p21_13|p22_1|p22_2|p22_3|p22_4|p22_5|p22_6|p23_1|p23_2|p23_3|p23_4|p23_5|p24_1|p24_2|p24_3|p24_4|p24_5|p24_6|p24_7|p25_1|p25_2|p25_3|p25_4|p25_5|p26_1|p26_2|p26_3|p26_4|p27_1|p27_2|p27_3|p27_4|p27_5|p27_6|p27_7|p27_8|p27_9|p28_1|p28_2|p28_3|p28_4
9576|7818|8254365|1|1976|2|2|1|1|1|1|0|99|0|0|0|0|0|2|0|0|2|2|2|4|1|2|1|1|1|1|1|1|1|1|1|1|1|3|3|1|1|1|1|1|1|1|1|1|1|1|1|1|3|1|1|1|1|1|3|1|3|1|3|1|3|3|3|3|3|3|3|3|3|3|3|3|2|4|2|2|1|3|4|4|4|3|3|1|2|3|1|1|1|2|2|1|2|2|2|2|4|4|4|4|4|2|3|4|3|3|3|4|4|1|4|4|3|4|4|3|4|3|4|1|1|1|4|2|2|2|2|2|2|2|2|2|4|2|2|1
9577|7818|8254366|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|2|0|2|2|0|2|2|0|0|0|0
9579|7818|8254368|0|0|0|0|0|0|1|1|99|0|0|0|1|0|0|0|0|0|2|2|1|2|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|4|1|1|1|1|1|1|2|1|3|2|3|3|3|3|3|4|4|4|4|4|4|4|1|4|1|4|1|4|3|4|4|4|4|2|2|2|2|2|1|4|4|1|3|3|1|1|3|4|3|4|3|4|4|4|4|4|4|4|4|1|1|4|1|1|2|2|2|2|4|4|4|1|4|2|2|2|2|2|2|2|2|2|4|1|4|1
9580|7818|8254369|0|0|2|2|4|2|0|0|0|0|0|0|0|0|2|0|0|2|2|0|0|0|1|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|4|3|3|1|1|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|4|1|4|1|0|1|1|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|0|0|0|0|0|0|4|4|4|4|4|4|4|4|1|4|1|1|1|1|1|1|1|1|1|1|4|2|2|2|2|2|2|2|2|2|1|1|4|4
9581|7818|8254370|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|2|99|2|2|2|2|2|0|0|0|0
9585|7818|8254374|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|2|2|0|0|0|2|0|0|0|0|1
9586|7818|8254375|4|1973|2|1|2|1|1|1|0|0|2|1|1|0|0|0|0|0|1|2|2|4|3|1|1|1|1|1|1|1|1|1|1|1|2|2|1|1|1|1|1|1|1|1|1|1|2|1|1|1|4|4|3|3|4|3|4|1|4|3|4|2|3|4|3|3|3|4|4|4|4|4|4|4|2|3|2|4|1|2|4|4|4|4|4|2|2|2|1|2|1|3|3|2|2|2|2|2|3|4|3|3|4|3|4|4|4|4|4|4|4|4|1|4|1|2|2|2|2|2|4|1|1|1|4|2|2|2|2|2|2|2|2|2|4|2|2|1
9588|7818|8254377|3|1981|1|1|1|1|1|1|0|1|0|0|0|0|0|0|0|2|2|1|1|3|1|2|1|1|1|1|1|2|1|1|1|1|1|2|1|1|1|1|2|2|1|1|1|2|99|0|1|1|1|1|2|1|1|0|3|2|4|2|3|2|1|4|4|4|3|4|4|4|3|3|3|2|4|3|3|3|2|4|3|4|4|4|3|2|99|2|1|2|2|3|2|2|3|4|2|4|3|4|4|3|3|3|3|4|4|2|3|4|3|2|3|4|3|4|0|0|0|0|0|0|0|0|0|0|0|2|2|0|0|0|0|0|3|0|0|1
9589|7818|8254378|7|1958|1|5|1|1|1|1|0|0|0|1|2|0|0|0|0|0|2|2|1|2|3|2|1|1|1|1|1|1|1|1|1|1|1|3|1|1|1|1|1|1|1|1|2|1|1|1|3|3|4|3|3|1|3|3|0|0|0|0|0|0|0|4|4|4|4|4|4|4|0|4|0|4|1|4|2|4|1|1|3|4|4|3|4|2|1|3|1|3|3|4|3|2|2|3|3|2|3|4|4|4|3|4|4|4|4|4|3|4|4|1|1|4|1|1|1|2|2|3|4|2|1|1|4|2|2|2|2|2|2|2|2|2|4|4|1|1
9590|7851|8255503|9|1975|2|1|1|1|1|1|0|0|0|2|1|0|0|0|0|0|2|2|1|1|2|1|1|1|1|1|1|1|1|1|1|1|2|2|1|3|1|1|1|1|1|1|1|1|1|1|1|2|4|3|3|2|3|3|3|1|3|2|3|1|1|2|1|2|3|3|3|3|3|3|2|1|0|0|1|0|0|1|3|3|3|3|3|1|2|1|1|2|2|2|2|1|3|3|3|3|3|3|3|3|2|1|3|3|3|3|3|4|4|3|2|4|4|4|0|0|0|0|0|99|1|99|0|0|1|2|2|2|0|0|0|0|0|0|1|0
9591|7851|8255504|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|2|2|2|2|0|0|0|0|0
9592|7851|8255505|4|1971|2|5|1|1|1|0|0|0|0|0|1|0|2|0|0|0|1|2|1|2|3|1|1|1|1|1|1|1|1|1|1|1|3|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|4|3|2|1|1|3|4|1|4|4|4|1|1|3|1|4|3|4|4|4|4|4|3|4|1|3|2|3|1|1|3|3|4|3|4|4|3|3|1|3|3|4|4|3|3|3|3|3|4|4|4|4|4|4|4|3|4|2|4|4|4|1|1|4|1|3|2|3|2|4|4|3|1|2|3|2|2|1|2|2|2|1|2|2|4|2|1|1
9593|7851|8255506|6|1987|2|3|1|1|1|0|0|0|0|0|1|0|0|0|2|0|2|0|0|4|2|2|1|1|1|1|1|1|1|1|1|1|1|3|1|1|1|1|1|1|1|1|1|1|1|1|1|1|3|2|4|4|4|3|4|2|4|4|4|2|2|2|2|2|2|2|3|4|4|4|3|2|1|4|2|2|2|2|3|4|4|3|3|2|2|2|2|3|2|3|3|2|2|2|2|2|3|4|3|3|3|2|3|3|3|3|3|3|3|2|3|4|2|3|2|2|2|2|4|1|1|1|4|2|2|2|2|2|2|2|2|2|2|2|3|1
9594|7851|8255507|8|1986|2|3|1|1|1|1|0|0|1|0|0|0|0|0|0|0|2|2|1|1|1|2|1|1|1|1|1|1|1|1|1|1|99|3|1|1|1|1|1|1|1|1|1|1|3|1|1|3|4|3|1|1|4|1|1|1|3|1|1|1|1|1|1|1|0|1|3|3|3|3|3|2|3|3|3|2|2|3|3|3|3|3|3|1|1|2|1|2|1|2|2|1|2|2|2|2|2|3|3|2|2|2|3|3|3|2|3|3|3|2|3|3|2|3|2|2|2|2|2|1|1|1|1|2|1|1|2|2|2|1|2|2|3|2|3|2
9595|7851|8255508|5|1969|2|1|1|1|0|0|0|0|99|0|0|0|0|0|0|0|1|2|2|4|1|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|3|3|3|1|1|3|2|2|2|3|3|2|1|1|1|1|2|3|3|3|3|3|1|1|3|3|3|3|2|2|3|3|4|3|3|2|2|2|2|3|2|3|3|2|3|3|3|1|3|3|3|3|3|3|3|3|3|3|3|3|3|2|3|3|3|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|2|1
9596|7851|8255509|1|1980|2|6|1|1|1|1|0|0|99|0|0|0|0|0|0|0|2|2|1|3|1|2|1|1|1|1|1|1|1|1|1|1|1|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|3|3|2|1|1|3|3|3|2|2|2|2|3|3|2|3|3|3|3|3|3|3|3|1|1|1|1|1|1|1|3|2|4|2|2|2|2|1|1|1|2|3|2|2|2|2|1|1|2|3|3|3|3|2|3|3|3|2|2|3|3|2|3|3|2|99|2|2|2|2|3|2|2|2|2|1|2|2|1|1|1|1|2|1|3|3|3|3
9597|7851|8255510|7|1981|2|2|1|1|1|1|0|1|0|2|0|0|0|0|2|0|2|2|1|1|1|2|1|1|1|1|1|1|1|1|1|1|1|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|4|1|1|1|2|1|1|1|3|1|3|1|4|3|3|3|3|3|3|3|3|3|2|3|3|3|2|3|1|2|3|3|3|3|3|1|1|1|1|1|2|2|2|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|2|2|3|2|2|2|2|2|2|4|1|1|1|1|2|2|2|2|2|2|2|2|2|3|3|3|2
9598|7851|8255511|10|1982|2|1|1|1|1|1|0|1|99|2|1|0|0|0|0|0|2|2|1|2|3|1|1|1|1|1|1|1|1|1|1|1|1|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|4|4|1|1|4|3|3|2|3|2|2|2|3|3|3|3|3|4|4|4|4|4|4|2|2|4|3|3|1|1|4|4|3|4|4|2|2|1|1|2|2|3|2|2|2|2|2|2|3|4|3|1|3|4|4|4|4|2|3|4|4|1|1|4|1|2|2|1|2|1|0|1|99|1|4|2|99|99|99|2|2|2|2|2|3|3|3|2
9599|7851|8255512|9|1970|2|5|1|1|1|0|0|0|1|0|0|0|0|0|0|0|2|2|1|2|1|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|2|2|3|4|1|1|1|1|1|2|1|1|2|2|2|4|3|4|4|4|4|4|1|1|0|2|2|1|1|1|1|1|1|1|1|1|2|1|1|1|3|2|4|3|3|3|3|1|2|3|2|3|3|4|4|4|4|4|4|4|1|1|4|1|3|1|1|1|1|1|1|1|1|4|2|2|2|2|2|2|2|2|2|4|4|4|1
9600|7851|8255513|1|1968|1|5|1|1|1|1|0|1|2|0|0|0|0|0|0|0|2|1|1|3|2|2|1|1|1|1|1|1|1|1|1|1|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|4|2|1|1|1|1|4|1|4|2|3|1|2|4|1|1|2|4|4|3|4|3|3|3|1|4|4|3|1|1|3|4|4|4|3|2|2|3|1|1|2|2|3|1|4|4|4|4|3|4|3|4|4|3|4|4|4|2|4|4|4|1|1|4|1|3|3|1|1|1|4|1|1|1|4|2|2|2|2|2|2|2|2|2|4|3|3|1
9601|7851|8255514|3|1981|2|3|1|1|1|0|0|0|0|0|0|1|0|0|0|2|1|3|1|4|2|1|0|1|1|1|1|1|2|2|1|1|1|2|1|1|1|0|2|1|1|1|1|2|1|1|1|1|4|2|2|4|4|3|4|3|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|1|4|1|4|1|4|4|4|4|4|3|1|1|3|1|1|1|1|1|3|3|2|2|2|4|4|4|4|4|2|4|4|4|4|4|4|4|1|1|4|1|1|2|2|2|2|4|1|1|1|4|2|2|2|2|2|2|2|2|2|4|1|2|1
9602|7851|8255515|10|1982|2|2|1|1|1|1|0|0|2|1|0|0|0|0|0|0|2|2|1|2|3|1|1|1|1|1|1|1|1|1|1|1|3|3|1|1|1|1|1|1|1|1|1|3|3|1|1|1|4|3|3|3|4|3|2|1|3|2|2|1|2|3|3|3|2|2|3|3|3|3|3|2|3|3|2|2|3|2|2|2|4|3|3|2|2|2|2|2|2|2|2|2|2|2|2|2|2|3|2|3|3|4|3|3|3|3|3|3|2|3|3|3|3|4|3|2|2|2|2|2|2|2|2|2|2|2|1|2|2|2|2|2|3|3|3|2
9603|7851|8255516|11|1970|2|1|1|1|1|1|0|0|99|0|0|0|0|0|0|0|1|2|0|4|1|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|4|3|1|2|2|1|1|1|3|1|4|1|1|1|1|4|4|4|4|4|4|4|4|4|4|4|4|3|1|2|4|4|4|4|4|1|1|2|1|2|2|4|4|1|1|1|1|1|4|4|4|3|4|4|4|4|4|4|4|4|4|1|1|4|1|4|1|1|1|1|4|1|1|1|4|2|2|2|2|2|2|2|2|2|4|1|4|1
9604|7851|8255517|8|1970|2|6|1|1|1|0|0|1|0|0|0|0|0|0|0|0|2|3|0|2|2|2|1|1|1|1|1|1|1|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|3|4|1|1|1|1|1|1|2|3|3|2|3|3|3|3|2|3|3|3|3|3|2|4|2|3|1|3|2|2|3|3|3|2|2|1|1|2|1|3|2|3|3|1|2|1|1|1|3|4|4|3|4|3|3|3|3|3|3|4|4|1|2|4|2|4|2|2|2|2|4|2|2|2|2|2|2|2|2|2|2|1|2|2|4|2|4|3
9605|7851|8255518|7|1983|2|3|1|1|1|1|0|2|1|0|1|0|0|0|0|2|1|2|1|2|1|2|1|1|1|1|1|1|1|1|1|1|2|3|3|1|2|1|1|1|1|1|1|3|3|2|1|1|3|4|2|4|4|1|2|1|3|2|3|1|1|4|1|1|4|4|4|4|4|4|4|2|2|2|2|2|2|3|4|4|4|4|4|1|1|2|1|2|1|2|2|1|2|2|2|3|2|4|3|1|2|2|4|4|4|4|4|4|4|1|1|4|1|1|3|1|2|1|1|1|1|1|4|2|2|2|2|2|2|2|2|2|4|3|4|1
9606|7851|8255519|12|1947|2|6|1|1|0|1|0|1|0|0|0|0|0|0|0|0|1|2|0|2|3|1|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|2|0|0|0|0|4|0|0|0|0|2|4|2|4|4|4|2|2|3|3|3|2|4|4|3|4|4|3|4|0|4|0|4|1|3|3|4|4|3|3|2|2|3|2|2|2|3|2|3|3|3|3|2|3|4|3|2|4|3|4|4|4|4|4|4|4|1|1|4|1|1|2|2|2|2|4|2|1|1|2|2|2|2|2|2|2|2|2|2|4|2|2|1
9607|7918|8257344|2|1982|2|1|3|1|1|1|0|0|2|0|1|0|0|0|0|0|2|2|1|3|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|4|4|3|1|1|3|3|2|4|2|3|1|0|0|0|0|4|4|4|4|3|4|3|3|3|4|4|3|0|0|99|4|4|3|3|2|2|0|2|2|2|2|0|0|2|2|0|0|3|3|4|0|0|0|0|0|4|0|4|4|4|1|1|4|1|99|2|0|0|2|4|1|1|1|4|2|2|2|2|2|2|2|2|2|4|2|2|1
9608|7918|8257345|5|1987|2|1|1|1|1|1|0|1|2|0|0|0|0|0|0|0|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|3|1|2|1|1|1|1|1|1|1|1|1|1|1|2|3|3|1|1|1|3|4|2|3|3|4|2|1|3|4|4|3|4|4|4|4|4|3|3|3|3|4|3|3|3|4|4|4|3|3|3|3|3|2|3|2|4|4|3|3|3|3|3|3|4|4|3|4|4|4|4|4|3|4|4|4|2|4|4|0|4|3|2|3|3|2|4|2|2|4|2|2|2|2|2|2|2|2|2|4|3|2|1
9609|7918|8257346|9|1979|2|1|3|1|1|1|0|99|0|0|0|0|0|0|0|0|2|2|1|2|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|4|1|1|1|1|3|3|1|4|2|4|1|2|4|3|4|3|3|4|4|4|4|4|2|2|3|1|3|2|2|3|3|3|3|4|2|1|2|1|2|1|3|3|2|3|3|3|1|3|4|4|4|4|2|4|4|4|3|4|4|4|1|1|4|1|1|2|2|2|2|3|2|1|1|4|2|2|2|2|2|2|2|2|2|4|1|3|1
9610|7918|8257347|6|1981|2|1|1|1|1|1|0|0|2|0|1|0|0|0|0|0|1|2|0|2|2|1|1|1|1|1|1|1|1|1|1|1|2|0|1|1|2|1|1|1|1|2|1|3|1|1|1|1|4|3|2|3|3|3|3|2|3|2|3|2|3|3|3|3|3|3|4|4|3|3|3|2|2|3|2|3|2|2|4|4|4|3|3|2|2|2|2|2|2|2|2|2|2|2|2|2|3|4|3|0|0|4|4|3|3|3|3|4|4|2|3|4|2|2|3|2|2|3|3|2|2|0|3|2|2|2|2|2|2|2|2|2|3|3|3|2
9611|7918|8257348|9|1|2|1|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|1|0|1|1|1|1|1|1|2|1|2|1|1|1|1|1|1|1|1|1|2|1|1|2|4|2|1|1|1|1|2|2|2|1|2|1|1|3|2|2|3|3|4|3|3|3|3|3|3|3|2|2|2|3|3|3|3|3|2|1|2|2|1|2|1|3|3|4|4|4|4|1|3|3|3|3|4|3|3|4|4|3|4|99|4|1|1|4|1|3|3|3|2|3|0|2|3|2|3|2|2|2|2|2|2|2|2|2|2|0|2|2
9612|7918|8257349|5|1972|2|3|1|1|1|0|0|2|0|0|0|0|0|0|0|0|1|2|2|2|2|1|1|1|1|1|1|1|1|1|1|1|2|2|1|2|1|1|1|1|1|1|1|1|0|1|2|1|3|2|2|2|3|2|3|2|3|4|3|2|1|2|2|2|3|3|3|3|3|3|2|3|2|3|3|3|3|2|3|3|3|3|3|3|3|3|3|2|2|3|3|2|2|2|3|2|3|3|4|3|3|2|3|3|3|2|3|4|4|2|2|3|3|3|3|3|3|2|3|2|2|2|3|2|2|2|2|2|2|2|2|2|3|3|2|1
9613|7918|8257350|11|1|2|3|1|1|1|1|0|0|0|0|0|0|1|0|0|0|1|2|0|3|2|1|3|2|2|1|1|1|2|1|1|1|2|2|2|1|2|3|1|2|1|1|1|2|2|1|1|2|4|1|2|1|4|3|3|2|3|2|3|1|1|4|3|3|2|4|4|4|3|4|4|3|2|3|2|3|1|2|3|3|3|3|3|2|2|2|1|3|2|3|3|2|2|2|2|3|3|3|3|0|3|2|3|3|4|4|4|3|3|2|2|3|2|2|3|2|2|2|3|2|2|2|4|2|2|2|2|2|2|2|2|2|3|2|2|2
9614|7918|8257351|9|1975|2|1|3|1|1|1|0|0|99|0|0|0|0|0|0|0|2|2|1|3|2|2|0|1|1|1|1|1|1|1|1|1|3|2|1|1|2|1|1|1|2|1|1|3|3|2|1|2|4|3|2|2|4|3|3|3|4|3|4|3|2|3|3|4|3|4|4|4|4|4|4|3|3|3|3|3|2|2|4|4|4|4|4|3|2|2|2|3|2|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|3|4|4|2|3|4|2|3|4|4|3|3|3|2|3|2|4|2|2|2|0|2|2|0|2|2|3|3|2|2
9615|7918|8257352|1|1988|2|1|3|1|1|1|0|0|99|99|0|0|0|0|0|0|1|2|3|4|3|1|1|1|1|1|1|1|2|1|1|1|3|1|1|1|1|1|1|1|1|2|2|1|3|3|3|1|4|1|1|1|4|2|4|1|4|4|4|1|1|1|1|4|3|4|4|4|3|4|4|4|4|4|4|4|4|3|4|4|4|4|4|1|1|1|1|2|2|4|4|1|4|4|4|4|4|4|4|4|4|4|4|4|4|2|2|4|4|1|1|4|1|1|1|1|2|1|0|1|1|1|4|2|2|2|2|2|2|2|2|2|4|4|4|4
9616|7918|8257353|1|1976|2|1|1|1|0|1|0|0|2|0|1|0|0|0|0|0|1|2|0|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|1|1|1|1|1|1|1|1|1|1|1|1|4|1|1|1|3|3|4|1|3|3|3|1|1|1|1|1|3|4|4|4|4|4|2|1|1|0|3|2|3|1|2|2|4|2|3|3|3|3|2|4|4|4|4|3|4|4|4|4|4|4|4|4|4|1|3|3|3|1|3|4|4|1|1|4|1|1|1|1|2|3|3|1|1|1|1|2|2|2|2|2|2|1|2|2|3|3|4|1
9617|7918|8257354|7|1984|2|1|3|1|1|1|0|0|2|0|1|0|0|0|0|0|2|1|1|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2|1|1|1|3|1|1|1|4|3|3|2|4|3|3|1|1|3|3|3|3|3|4|4|4|4|3|3|3|4|2|3|1|2|3|4|4|3|3|2|2|2|1|3|2|4|4|2|4|4|4|2|3|4|4|4|4|1|4|4|4|3|3|4|4|2|1|4|1|3|3|2|2|2|4|1|1|1|4|2|2|2|1|2|2|2|2|2|2|1|3|1
9618|7918|8257355|0|1981|2|1|3|1|1|1|0|2|0|0|1|0|0|0|0|0|2|2|1|3|2|1|2|1|1|1|1|1|1|1|1|1|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|4|2|1|1|2|3|3|2|3|3|3|2|1|3|3|3|3|3|3|3|3|3|3|3|3|3|2|3|2|2|3|3|3|3|3|2|2|2|2|2|2|2|2|2|2|2|2|2|3|3|2|3|3|3|3|3|3|0|3|3|3|2|3|3|2|2|3|3|3|3|3|2|2|2|2|2|2|2|2|2|2|2|2|2|0|0|2|2
9619|7918|8257356|1|1981|2|2|3|1|1|1|99|1|99|0|0|0|0|0|0|0|2|2|1|4|2|1|1|1|1|2|1|1|2|1|1|1|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|4|1|1|1|4|3|4|2|4|2|4|1|1|1|4|1|1|1|2|2|4|4|2|3|3|3|3|3|3|3|3|3|3|3|3|2|2|2|2|4|2|3|2|2|4|2|3|3|3|4|4|4|4|3|4|4|4|4|4|4|4|2|4|4|2|4|3|2|2|2|3|2|2|3|3|2|2|2|2|2|2|2|2|2|3|3|3|3
9620|7918|8257357|8|2004|2|1|3|1|1|1|0|0|2|0|1|0|0|0|0|0|1|3|2|4|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|4|3|1|1|4|1|2|1|2|1|2|1|1|1|1|2|1|3|3|3|3|3|2|3|3|3|3|3|3|3|3|3|3|3|3|2|2|2|1|3|3|3|3|2|2|2|2|2|3|3|3|3|3|3|3|3|3|3|3|3|3|2|2|3|2|2|3|3|3|3|3|2|2|2|0|2|2|2|1|2|2|1|2|2|3|3|3|2
9621|7918|8257358|6|1984|2|6|1|1|1|0|0|0|1|0|0|0|0|0|0|0|2|2|1|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|4|1|1|1|4|3|2|2|2|2|3|2|2|2|2|2|4|1|4|3|3|3|3|3|2|3|3|3|2|3|3|3|3|2|3|2|2|2|2|2|2|2|2|2|2|2|2|2|2|3|3|3|3|3|3|3|3|3|3|4|4|1|1|4|1|4|2|2|2|2|4|1|1|1|4|2|2|2|2|2|2|2|2|2|2|2|2|1
9622|7918|8257359|5|1969|2|1|1|1|1|1|0|0|1|0|0|0|0|0|0|0|2|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|3|3|2|3|1|1|1|1|1|1|1|3|1|1|1|1|4|3|1|1|1|2|4|2|3|3|4|1|1|4|3|3|3|4|4|4|4|4|4|3|2|3|3|3|4|4|4|3|3|3|3|3|2|3|2|3|3|3|3|3|3|3|3|2|3|4|3|2|4|3|4|4|4|3|4|4|4|2|4|0|4|4|2|2|2|3|4|1|1|1|4|2|2|2|2|1|2|1|2|1|1|2|4|1
9623|7918|8257360|6|1962|2|1|1|1|1|0|0|0|99|0|0|0|0|0|0|0|2|2|1|2|1|1|2|1|1|1|1|1|1|1|1|1|2|3|1|3|1|1|1|1|1|1|3|3|3|1|1|3|4|2|3|1|1|3|3|1|4|3|4|1|3|3|3|4|3|4|4|4|3|4|3|3|3|4|1|3|1|1|4|4|4|3|3|1|2|2|1|3|1|4|2|3|2|2|2|1|3|3|3|3|3|3|4|4|4|4|4|4|3|1|1|4|1|1|2|2|1|3|4|1|2|1|4|2|2|2|2|2|2|2|2|2|4|2|2|1
9624|7985|8259431|3|1989|2|3|1|1|1|0|0|0|0|0|1|0|0|0|0|0|1|0|0|2|2|2|1|1|99|1|1|1|1|1|1|1|1|3|3|1|3|1|3|1|1|1|1|3|0|1|1|1|4|4|2|4|4|1|1|1|3|1|1|1|1|1|0|1|1|1|1|1|0|1|0|1|0|0|0|0|1|0|3|3|3|3|3|1|1|1|1|1|1|3|1|1|1|0|1|1|3|3|3|3|3|3|3|0|0|0|0|3|0|3|0|0|3|3|2|2|2|2|2|0|0|0|0|2|2|2|2|2|2|2|0|2|3|3|3|0
9625|7985|8259432|7|2003|1|3|1|1|1|1|0|0|0|0|99|0|0|0|0|0|1|2|1|4|3|1|1|1|2|1|1|1|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|4|2|3|3|3|3|3|2|3|3|3|2|1|3|2|3|3|3|3|3|3|3|3|3|3|3|3|3|2|3|3|3|3|3|3|3|3|3|4|4|4|4|4|4|4|4|4|3|3|3|3|3|3|3|3|2|3|4|3|3|3|3|2|3|2|3|2|2|2|2|2|2|3|2|3|2|2|2|2|2|2|2|2|2|3|3|2|2
9626|7985|8259433|5|1982|2|2|3|1|1|1|0|0|0|0|99|0|0|0|0|0|1|3|3|4|1|2|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|4|1|3|1|4|1|1|1|2|3|3|2|1|3|3|3|2|3|2|3|3|3|3|3|2|3|2|3|1|3|3|0|4|3|3|1|2|2|1|3|2|3|3|1|1|2|1|3|3|4|4|3|4|3|4|4|4|3|4|4|4|1|2|3|2|1|0|0|0|0|0|0|0|0|0|2|2|2|2|2|2|2|2|2|3|3|2|2
